,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
34827,28,student,single,university.degree,no,no,yes,cellular,may,thu,647,4,999,0,-1.8,92.893,-46.2,1.266,5099.1,1
20109,59,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,555,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1
1525,29,blue-collar,single,high.school,no,yes,yes,telephone,may,thu,886,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0
10422,29,admin.,married,university.degree,no,no,no,telephone,jun,mon,81,4,999,0,1.4,94.465,-41.8,4.96,5228.1,0
1862,39,admin.,single,university.degree,no,no,no,telephone,may,fri,94,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0
30885,33,admin.,married,basic.9y,no,no,no,cellular,may,tue,127,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,0
37147,59,admin.,married,high.school,no,yes,no,cellular,aug,wed,277,1,999,0,-2.9,92.201,-31.4,0.884,5076.2,1
15662,34,technician,divorced,professional.course,no,yes,no,cellular,jul,mon,172,4,999,0,1.4,93.918,-42.7,4.96,5228.1,0
40741,23,student,single,professional.course,no,no,no,cellular,sep,wed,213,2,15,1,-1.1,94.199,-37.5,0.876,4963.6,1
36465,43,admin.,married,university.degree,no,yes,no,cellular,jun,wed,262,2,3,1,-2.9,92.963,-40.8,1.26,5076.2,1
14154,40,entrepreneur,married,university.degree,no,no,no,cellular,jul,mon,550,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0
27580,37,technician,married,professional.course,unknown,no,no,cellular,nov,fri,210,3,999,0,-0.1,93.2,-42.0,4.021,5195.8,0
37954,72,retired,married,basic.4y,no,no,no,cellular,sep,fri,230,1,3,2,-3.4,92.379,-29.8,0.803,5017.5,1
37994,30,self-employed,single,university.degree,no,yes,no,cellular,sep,tue,145,1,999,0,-3.4,92.379,-29.8,0.788,5017.5,1
20716,34,technician,single,university.degree,no,no,no,cellular,aug,wed,62,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
6768,59,entrepreneur,married,basic.9y,no,yes,yes,telephone,may,wed,429,10,999,0,1.1,93.994,-36.4,4.857,5191.0,0
26512,36,admin.,married,high.school,no,no,no,cellular,nov,thu,59,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,0
36052,36,admin.,married,high.school,no,no,no,telephone,may,tue,1346,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,1
41134,25,student,single,high.school,no,no,no,cellular,nov,thu,244,1,999,0,-1.1,94.767,-50.8,1.041,4963.6,1
33425,36,admin.,single,basic.9y,no,yes,no,cellular,may,tue,458,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,1
38349,38,technician,married,university.degree,no,no,no,cellular,oct,fri,156,1,999,0,-3.4,92.431,-26.9,0.739,5017.5,1
30329,55,admin.,divorced,university.degree,no,no,no,cellular,apr,thu,260,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1
17921,54,entrepreneur,divorced,high.school,unknown,no,yes,cellular,jul,tue,268,6,999,0,1.4,93.918,-42.7,4.961,5228.1,0
24485,55,technician,single,professional.course,no,yes,no,cellular,nov,mon,165,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0
18754,36,admin.,single,university.degree,no,no,no,cellular,jul,thu,18,40,999,0,1.4,93.918,-42.7,4.968,5228.1,0
28870,45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,944,1,999,1,-1.8,93.075,-47.1,1.41,5099.1,1
25449,31,admin.,single,high.school,no,no,no,cellular,nov,wed,511,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,1
11276,56,self-employed,single,basic.9y,unknown,no,no,telephone,jun,thu,64,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0
30550,44,self-employed,single,professional.course,no,yes,no,cellular,may,mon,922,4,999,0,-1.8,92.893,-46.2,1.354,5099.1,1
40208,54,unknown,married,basic.9y,no,yes,no,cellular,jul,tue,174,2,13,2,-1.7,94.215,-40.3,0.876,4991.6,0
37103,54,admin.,married,university.degree,no,no,yes,cellular,jul,tue,822,6,13,1,-2.9,92.469,-33.6,0.908,5076.2,1
2925,30,admin.,married,high.school,unknown,no,no,telephone,may,wed,485,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0
27619,51,technician,married,professional.course,unknown,no,no,cellular,nov,fri,281,2,999,1,-0.1,93.2,-42.0,4.021,5195.8,0
24112,27,student,single,professional.course,no,no,no,telephone,nov,thu,72,1,999,0,-0.1,93.2,-42.0,4.245,5195.8,0
832,28,student,single,basic.9y,unknown,yes,yes,telephone,may,wed,732,2,999,0,1.1,93.994,-36.4,4.856,5191.0,1
2451,38,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,173,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0
30207,36,technician,single,professional.course,no,yes,no,cellular,apr,thu,218,1,2,2,-1.8,93.075,-47.1,1.365,5099.1,1
6966,30,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,578,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0
36401,41,technician,married,professional.course,no,unknown,unknown,cellular,jun,tue,318,1,4,3,-2.9,92.963,-40.8,1.262,5076.2,1
15415,29,services,single,university.degree,no,no,no,cellular,jul,fri,116,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0
30032,25,admin.,single,high.school,no,yes,no,cellular,apr,wed,416,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
13293,44,admin.,married,high.school,no,no,no,cellular,jul,wed,869,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1
9977,41,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,213,6,999,0,1.4,94.465,-41.8,4.959,5228.1,0
36378,46,unemployed,married,basic.9y,no,no,no,cellular,jun,tue,200,2,999,1,-2.9,92.963,-40.8,1.262,5076.2,1
6221,37,self-employed,divorced,high.school,no,no,no,telephone,may,tue,182,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
12709,53,services,married,high.school,no,no,no,telephone,jul,mon,336,3,999,0,1.4,93.918,-42.7,4.96,5228.1,0
10710,29,services,married,high.school,no,no,no,telephone,jun,tue,200,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0
27730,28,student,single,basic.9y,no,yes,no,cellular,mar,tue,156,1,999,0,-1.8,92.843,-50.0,1.799,5099.1,1
41014,31,technician,single,professional.course,no,unknown,unknown,cellular,oct,thu,212,2,999,0,-1.1,94.601,-49.5,1.025,4963.6,1
11033,38,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,25,41,999,0,1.4,94.465,-41.8,4.962,5228.1,0
2934,60,housemaid,married,high.school,no,unknown,unknown,telephone,may,wed,392,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0
37861,72,unknown,married,unknown,no,yes,yes,cellular,aug,fri,207,8,999,1,-2.9,92.201,-31.4,0.825,5076.2,1
38572,51,blue-collar,married,basic.9y,no,yes,no,cellular,oct,thu,746,2,999,0,-3.4,92.431,-26.9,0.722,5017.5,1
35305,26,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,136,3,999,1,-1.8,92.893,-46.2,1.25,5099.1,0
9313,46,technician,married,professional.course,no,no,yes,telephone,jun,fri,197,3,999,0,1.4,94.465,-41.8,4.967,5228.1,0
3254,46,management,married,basic.9y,no,yes,no,telephone,may,thu,126,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0
33127,38,technician,married,high.school,no,yes,no,cellular,may,tue,114,6,999,0,-1.8,92.893,-46.2,1.291,5099.1,0
21223,29,technician,single,high.school,no,yes,no,cellular,aug,mon,29,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
20551,32,admin.,single,university.degree,no,no,no,cellular,aug,tue,1613,1,999,0,1.4,93.444,-36.1,4.966,5228.1,1
31981,44,blue-collar,divorced,basic.6y,unknown,no,no,cellular,may,thu,877,3,999,0,-1.8,92.893,-46.2,1.327,5099.1,1
40177,60,admin.,married,university.degree,no,no,no,cellular,jul,fri,316,1,6,2,-1.7,94.215,-40.3,0.861,4991.6,1
30428,56,entrepreneur,married,university.degree,no,yes,yes,cellular,apr,thu,259,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1
28404,30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,214,1,999,0,-1.8,93.075,-47.1,1.435,5099.1,1
8000,55,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,184,3,999,0,1.4,94.465,-41.8,4.865,5228.1,0
39195,38,technician,single,high.school,no,yes,no,cellular,mar,fri,292,2,999,0,-1.8,93.369,-34.8,0.653,5008.7,1
30887,54,services,divorced,university.degree,no,no,no,cellular,may,tue,499,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,1
9002,47,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,955,4,999,0,1.4,94.465,-41.8,4.866,5228.1,0
34179,39,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,265,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,0
37819,80,retired,married,basic.4y,no,yes,no,cellular,aug,wed,76,1,3,2,-2.9,92.201,-31.4,0.834,5076.2,0
20234,50,management,married,university.degree,unknown,yes,no,cellular,aug,mon,734,2,999,0,1.4,93.444,-36.1,4.965,5228.1,1
39863,29,self-employed,single,university.degree,no,yes,no,cellular,jun,mon,167,2,999,1,-1.7,94.055,-39.8,0.72,4991.6,1
15215,31,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,thu,551,3,999,0,1.4,93.918,-42.7,4.958,5228.1,1
19142,52,admin.,married,high.school,no,no,no,cellular,aug,tue,80,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0
40001,86,retired,single,basic.9y,unknown,no,no,telephone,jun,wed,955,1,999,0,-1.7,94.055,-39.8,0.767,4991.6,1
29771,34,management,married,university.degree,no,no,no,cellular,apr,mon,163,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
36598,42,admin.,married,university.degree,no,no,no,cellular,jun,thu,160,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,1
37666,20,student,single,high.school,no,yes,no,cellular,aug,tue,532,1,999,1,-2.9,92.201,-31.4,0.859,5076.2,1
11700,34,admin.,married,university.degree,no,no,no,telephone,jun,fri,11,2,999,0,1.4,94.465,-41.8,4.959,5228.1,0
24935,47,services,married,high.school,no,yes,no,cellular,nov,tue,99,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,0
36738,27,blue-collar,single,high.school,no,yes,no,cellular,jun,mon,148,2,4,1,-2.9,92.963,-40.8,1.281,5076.2,1
29235,48,admin.,married,basic.4y,no,yes,no,cellular,apr,fri,224,3,999,2,-1.8,93.075,-47.1,1.405,5099.1,0
15994,37,admin.,single,high.school,unknown,no,no,cellular,jul,tue,712,6,999,0,1.4,93.918,-42.7,4.961,5228.1,1
1647,43,admin.,married,university.degree,unknown,yes,no,telephone,may,fri,165,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0
23802,38,technician,married,professional.course,no,yes,no,cellular,aug,fri,119,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0
22689,46,housemaid,married,basic.4y,no,yes,no,cellular,aug,fri,195,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
36748,36,management,married,university.degree,no,no,no,cellular,jun,mon,200,4,999,0,-2.9,92.963,-40.8,1.281,5076.2,1
2594,36,admin.,married,high.school,no,yes,no,telephone,may,tue,259,5,999,0,1.1,93.994,-36.4,4.856,5191.0,0
5393,45,blue-collar,married,illiterate,unknown,no,yes,telephone,may,fri,333,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
11150,32,services,married,high.school,no,no,no,telephone,jun,thu,653,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0
16950,25,blue-collar,single,basic.9y,no,no,yes,cellular,jul,thu,151,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0
29068,27,admin.,single,university.degree,no,yes,no,cellular,apr,fri,156,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
26569,31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,95,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,0
19001,47,entrepreneur,married,university.degree,no,yes,no,cellular,aug,tue,641,2,999,0,1.4,93.444,-36.1,4.968,5228.1,1
23607,50,housemaid,married,basic.9y,no,yes,no,cellular,aug,thu,20,12,999,0,1.4,93.444,-36.1,4.962,5228.1,0
19276,37,technician,single,high.school,no,yes,yes,cellular,aug,wed,763,1,999,0,1.4,93.444,-36.1,4.967,5228.1,1
36008,58,management,married,university.degree,no,yes,no,cellular,may,tue,640,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,1
39697,28,student,single,high.school,no,no,yes,cellular,may,wed,472,1,3,5,-1.8,93.876,-40.0,0.69,5008.7,1
30585,26,student,single,high.school,no,no,no,cellular,may,mon,716,3,999,1,-1.8,92.893,-46.2,1.354,5099.1,1
6400,54,retired,married,basic.4y,unknown,no,no,telephone,may,tue,107,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
40231,30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,248,1,999,0,-1.7,94.215,-40.3,0.884,4991.6,1
40788,50,management,married,university.degree,no,no,no,cellular,sep,thu,718,4,999,3,-1.1,94.199,-37.5,0.878,4963.6,0
30683,32,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,105,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,0
22957,46,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,378,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
28578,42,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,1217,3,999,0,-1.8,93.075,-47.1,1.415,5099.1,1
37080,23,technician,single,professional.course,no,yes,no,telephone,jul,fri,336,4,999,0,-2.9,92.469,-33.6,1.007,5076.2,1
486,32,admin.,single,university.degree,unknown,no,no,telephone,may,tue,215,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
19991,44,self-employed,married,professional.course,no,unknown,unknown,cellular,aug,fri,179,3,999,0,1.4,93.444,-36.1,4.966,5228.1,0
34371,32,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,260,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,0
23492,56,self-employed,married,high.school,no,yes,no,cellular,aug,thu,210,2,999,0,1.4,93.444,-36.1,4.962,5228.1,0
29208,41,admin.,married,university.degree,no,no,no,cellular,apr,fri,476,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
25369,39,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,741,4,999,1,-0.1,93.2,-42.0,4.153,5195.8,1
13129,53,admin.,married,university.degree,unknown,no,no,cellular,jul,wed,815,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1
685,38,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,276,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
6433,52,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,938,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1
28543,43,management,married,basic.6y,no,no,no,cellular,apr,wed,945,1,999,1,-1.8,93.075,-47.1,1.415,5099.1,1
26629,52,housemaid,married,basic.9y,no,yes,no,cellular,nov,thu,339,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,0
15048,31,student,single,university.degree,no,no,no,cellular,jul,thu,84,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0
37354,35,admin.,single,university.degree,no,no,yes,cellular,aug,tue,371,1,999,0,-2.9,92.201,-31.4,0.883,5076.2,0
5027,37,services,married,high.school,no,yes,yes,telephone,may,wed,521,3,999,0,1.1,93.994,-36.4,4.858,5191.0,1
39152,33,admin.,married,university.degree,no,yes,no,cellular,mar,wed,235,3,4,1,-1.8,93.369,-34.8,0.655,5008.7,1
23722,59,admin.,married,high.school,unknown,yes,no,cellular,aug,thu,147,2,999,0,1.4,93.444,-36.1,4.962,5228.1,0
12350,43,technician,single,professional.course,no,yes,no,telephone,jul,fri,468,6,999,0,1.4,93.918,-42.7,4.959,5228.1,0
37794,63,technician,married,unknown,no,yes,no,cellular,aug,tue,173,1,999,0,-2.9,92.201,-31.4,0.838,5076.2,0
6104,47,admin.,married,high.school,no,no,no,telephone,may,tue,731,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1
24138,32,management,single,university.degree,no,yes,no,cellular,nov,mon,80,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0
22529,59,retired,married,basic.4y,unknown,yes,no,cellular,aug,fri,92,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
4652,42,admin.,single,university.degree,no,yes,yes,telephone,may,wed,938,1,999,0,1.1,93.994,-36.4,4.858,5191.0,1
22507,57,technician,married,professional.course,no,yes,no,cellular,aug,fri,160,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
39234,43,self-employed,married,university.degree,no,yes,no,cellular,mar,wed,239,1,999,0,-1.8,93.369,-34.8,0.651,5008.7,1
2117,28,student,single,university.degree,unknown,yes,no,telephone,may,mon,225,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
40234,60,admin.,married,basic.9y,no,no,no,cellular,jul,thu,174,2,25,2,-1.7,94.215,-40.3,0.884,4991.6,1
8940,31,admin.,married,university.degree,no,no,no,telephone,jun,thu,256,2,999,0,1.4,94.465,-41.8,4.866,5228.1,0
17120,48,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,fri,246,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0
10171,43,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,1618,2,999,0,1.4,94.465,-41.8,4.958,5228.1,1
17806,56,services,divorced,high.school,no,no,no,cellular,jul,tue,57,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0
2236,45,admin.,divorced,university.degree,unknown,yes,no,telephone,may,mon,212,5,999,0,1.1,93.994,-36.4,4.857,5191.0,0
39947,83,retired,divorced,basic.4y,no,no,yes,cellular,jun,fri,472,2,999,0,-1.7,94.055,-39.8,0.748,4991.6,1
12329,35,blue-collar,married,basic.4y,no,yes,no,telephone,jul,fri,178,1,999,0,1.4,93.918,-42.7,4.959,5228.1,0
27866,68,retired,married,university.degree,no,no,no,cellular,mar,wed,201,1,999,0,-1.8,92.843,-50.0,1.602,5099.1,1
26319,31,admin.,single,university.degree,no,no,no,cellular,nov,thu,101,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,0
18395,37,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,thu,1150,4,999,0,1.4,93.918,-42.7,4.968,5228.1,1
25996,35,management,married,university.degree,no,yes,yes,telephone,nov,wed,377,3,0,2,-0.1,93.2,-42.0,4.12,5195.8,0
4902,56,entrepreneur,married,university.degree,no,no,yes,telephone,may,wed,1697,2,999,0,1.1,93.994,-36.4,4.858,5191.0,1
30101,38,admin.,divorced,university.degree,no,no,no,cellular,apr,mon,360,1,999,0,-1.8,93.075,-47.1,1.392,5099.1,1
23419,29,technician,single,professional.course,no,no,no,cellular,aug,wed,26,10,999,0,1.4,93.444,-36.1,4.964,5228.1,0
1108,36,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,66,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0
14874,28,services,married,high.school,no,no,no,cellular,jul,wed,359,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0
16610,23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,332,2,999,0,1.4,93.918,-42.7,4.963,5228.1,0
24030,36,services,married,high.school,no,yes,no,telephone,oct,thu,41,1,999,0,-0.1,93.798,-40.4,4.921,5195.8,0
28957,41,unemployed,married,basic.9y,unknown,yes,no,telephone,apr,fri,246,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0
8440,46,housemaid,divorced,basic.6y,no,yes,no,telephone,jun,tue,143,8,999,0,1.4,94.465,-41.8,4.864,5228.1,0
13460,27,admin.,single,university.degree,no,no,no,cellular,jul,wed,919,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1
7877,41,self-employed,married,basic.4y,no,no,no,telephone,jun,mon,174,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0
37714,38,services,single,high.school,no,yes,no,cellular,aug,thu,83,5,999,0,-2.9,92.201,-31.4,0.851,5076.2,0
13640,26,admin.,married,university.degree,no,yes,no,cellular,jul,thu,182,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0
38805,26,blue-collar,single,high.school,no,yes,no,telephone,nov,fri,208,2,3,1,-3.4,92.649,-30.1,0.714,5017.5,1
676,40,admin.,single,high.school,unknown,no,no,telephone,may,tue,64,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
7296,34,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,248,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0
30300,28,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,68,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,0
39058,76,retired,married,university.degree,no,yes,yes,cellular,dec,thu,330,2,4,2,-3.0,92.713,-33.0,0.712,5023.5,1
19691,60,retired,married,professional.course,no,yes,no,cellular,aug,thu,448,3,999,0,1.4,93.444,-36.1,4.968,5228.1,0
37798,58,retired,married,high.school,no,no,no,cellular,aug,tue,130,2,999,0,-2.9,92.201,-31.4,0.838,5076.2,1
14944,34,admin.,married,university.degree,no,no,no,cellular,jul,wed,781,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1
39519,24,blue-collar,single,high.school,no,no,no,cellular,apr,mon,234,10,999,0,-1.8,93.749,-34.6,0.645,5008.7,0
26394,30,admin.,single,university.degree,no,yes,no,cellular,nov,thu,478,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,1
40103,24,admin.,single,high.school,no,no,no,cellular,jul,mon,452,1,14,1,-1.7,94.215,-40.3,0.827,4991.6,1
2975,32,services,married,high.school,no,no,no,telephone,may,wed,423,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0
19747,51,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,fri,129,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0
39685,33,admin.,married,university.degree,no,yes,no,cellular,may,mon,740,1,3,2,-1.8,93.876,-40.0,0.685,5008.7,1
34718,29,admin.,single,high.school,no,yes,no,cellular,may,thu,566,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,1
39386,64,retired,married,basic.4y,no,yes,no,cellular,mar,wed,262,2,999,0,-1.8,93.369,-34.8,0.634,5008.7,1
23147,47,technician,married,high.school,no,no,no,cellular,aug,tue,111,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0
39069,55,entrepreneur,divorced,basic.9y,no,no,no,cellular,dec,fri,415,7,999,0,-3.0,92.713,-33.0,0.71,5023.5,1
26336,50,blue-collar,married,professional.course,unknown,no,no,cellular,nov,thu,283,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,1
28347,46,technician,married,basic.6y,unknown,yes,no,cellular,apr,wed,575,2,999,0,-1.8,93.075,-47.1,1.445,5099.1,1
38283,28,technician,single,high.school,no,unknown,unknown,cellular,oct,wed,84,1,6,1,-3.4,92.431,-26.9,0.742,5017.5,1
13958,30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,1294,2,999,0,1.4,93.918,-42.7,4.963,5228.1,1
25451,32,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,108,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0
39677,65,admin.,married,university.degree,no,yes,no,cellular,may,fri,407,3,999,1,-1.8,93.876,-40.0,0.684,5008.7,1
10856,35,blue-collar,single,basic.4y,unknown,no,no,telephone,jun,wed,172,2,999,0,1.4,94.465,-41.8,4.962,5228.1,0
29523,26,admin.,single,high.school,no,yes,no,cellular,apr,mon,190,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
38076,27,admin.,married,university.degree,no,yes,no,cellular,sep,tue,173,2,6,2,-3.4,92.379,-29.8,0.77,5017.5,1
16694,39,housemaid,single,basic.4y,unknown,no,no,telephone,jul,wed,135,2,999,0,1.4,93.918,-42.7,4.963,5228.1,0
31791,26,admin.,single,basic.9y,unknown,yes,no,cellular,may,thu,661,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,1
18997,50,admin.,married,basic.9y,no,no,no,cellular,aug,tue,125,3,999,0,1.4,93.444,-36.1,4.968,5228.1,0
34065,38,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,1975,5,999,0,-1.8,92.893,-46.2,1.281,5099.1,1
35843,45,admin.,married,unknown,no,yes,no,cellular,may,fri,271,1,999,0,-1.8,92.893,-46.2,1.259,5099.1,1
30149,53,admin.,single,university.degree,no,no,no,cellular,apr,thu,494,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,1
6643,33,services,married,basic.4y,no,no,no,telephone,may,wed,152,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
41088,18,student,single,basic.4y,no,yes,no,telephone,nov,tue,394,1,13,2,-1.1,94.767,-50.8,1.049,4963.6,1
